scenario_name	n_total	group	power	scenario_set
ARREST_raw	9500	C	0.5191540619379423	main
ARREST_raw	9500	D	0.528549466482168	main
ARREST_raw	9500	E	0.6265278825162768	main
ARREST_raw	9600	A	0.010000000000000009	main
ARREST_raw	9600	B	1	main
ARREST_raw	9600	C	0.5246406175641285	main
ARREST_raw	9600	D	0.5340766233603857	main
ARREST_raw	9600	E	0.6322756641889442	main
ARREST_raw	9700	A	0.010000000000000009	main
ARREST_raw	9700	B	1	main
ARREST_raw	9700	C	0.5300940411509324	main
ARREST_raw	9700	D	0.5395685552814524	main
ARREST_raw	9700	E	0.6379643447991733	main
ARREST_raw	9800	A	0.010000000000000009	main
ARREST_raw	9800	B	1	main
ARREST_raw	9800	C	0.5355138325514694	main
ARREST_raw	9800	D	0.5450247728364834	main
ARREST_raw	9800	E	0.6435936970005627	main
ARREST_raw	9900	A	0.010000000000000009	main
ARREST_raw	9900	B	1	main
ARREST_raw	9900	C	0.5408995125810063	main
ARREST_raw	9900	D	0.5504448085239848	main
ARREST_raw	9900	E	0.6491635244892462	main
ARREST_raw	10000	A	0.010000000000000009	main
ARREST_raw	10000	B	1	main
ARREST_raw	10000	C	0.5462506226930257	main
ARREST_raw	10000	D	0.5558282163924887	main
ARREST_raw	10000	E	0.6546736611586546	main
ARREST_raw	10100	A	0.010000000000000009	main
ARREST_raw	10100	B	1	main
ARREST_raw	10100	C	0.5515667246535798	main
ARREST_raw	10100	D	0.561174571681829	main
ARREST_raw	10100	E	0.6601239702621335	main
ARREST_raw	10200	A	0.010000000000000009	main
ARREST_raw	10200	B	1	main
ARREST_raw	10200	C	0.556847400214209	main
ARREST_raw	10200	D	0.5664834704633388	main
ARREST_raw	10200	E	0.6655143435838493	main
ARREST_raw	10300	A	0.010000000000000009	main
ARREST_raw	10300	B	1	main
ARREST_raw	10300	C	0.5620922507836938	main
ARREST_raw	10300	D	0.571754529279267	main
ARREST_raw	10300	E	0.6708447006183824	main
ARREST_raw	10400	A	0.010000000000000009	main
ARREST_raw	10400	B	1	main
ARREST_raw	10400	C	0.5673008970988995	main
ARREST_raw	10400	D	0.5769873847816797	main
ARREST_raw	10400	E	0.6761149877593892	main
ARREST_raw	10500	A	0.010000000000000009	main
ARREST_raw	10500	B	1	main
ARREST_raw	10500	C	0.5724729788949616	main
ARREST_raw	10500	D	0.582181693371111	main
ARREST_raw	10500	E	0.6813251774976778	main
ARREST_raw	10600	A	0.010000000000000009	main
ARREST_raw	10600	B	1	main
ARREST_raw	10600	C	0.5776081545750515	main
ARREST_raw	10600	D	0.5873371308352215	main
ARREST_raw	10600	E	0.6864752676290229	main
ARREST_raw	10700	A	0.010000000000000009	main
ARREST_raw	10700	B	1	main
ARREST_raw	10700	C	0.5827061008799568	main
ARREST_raw	10700	D	0.5924533919876966	main
ARREST_raw	10700	E	0.6915652804720187	main
ARREST_raw	10800	A	0.010000000000000009	main
ARREST_raw	10800	B	1	main
ARREST_raw	10800	C	0.5877665125576901	main
ARREST_raw	10800	D	0.5975301903076302	main
ARREST_raw	10800	E	0.6965952620962428	main
ARREST_raw	10900	A	0.010000000000000009	main
ARREST_raw	10900	B	1	main
ARREST_raw	10900	C	0.5927891020333491	main
ARREST_raw	10900	D	0.6025672575796054	main
ARREST_raw	10900	E	0.7015652815609863	main
ARREST_raw	11000	A	0.010000000000000009	main
ARREST_raw	11000	B	1	main
ARREST_raw	11000	C	0.5977735990794246	main
ARREST_raw	11000	D	0.6075643435346962	main
ARREST_raw	11000	E	0.7064754301647775	main
ARREST_raw	11100	A	0.010000000000000009	main
ARREST_raw	11100	B	1	main
ARREST_raw	11100	C	0.6027197504867592	main
ARREST_raw	11100	D	0.6125212154925873	main
ARREST_raw	11100	E	0.7113258207059097	main
ARREST_raw	11200	A	0.010000000000000009	main
ARREST_raw	11200	B	1	main
ARREST_raw	11200	C	0.6076273197363362	main
ARREST_raw	11200	D	0.6174376580050138	main
ARREST_raw	11200	E	0.7161165867541577	main
ARREST_raw	11300	A	0.010000000000000009	main
ARREST_raw	11300	B	1	main
ARREST_raw	11300	C	0.6124960866720909	main
ARREST_raw	11300	D	0.6223134725007025	main
ARREST_raw	11300	E	0.72084788193386	main
ARREST_raw	11400	A	0.010000000000000009	main
ARREST_raw	11400	B	1	main
ARREST_raw	11400	C	0.6173258471749047	main
ARREST_raw	11400	D	0.6271484769319992	main
ARREST_raw	11400	E	0.7255198792185031	main
ARREST_raw	11500	A	0.010000000000000009	main
ARREST_raw	11500	B	1	main
ARREST_raw	11500	C	0.6221164128379562	main
ARREST_raw	11500	D	0.6319425054233495	main
ARREST_raw	11500	E	0.7301327702369573	main
ARREST_raw	11600	A	0.010000000000000009	main
ARREST_raw	11600	B	1	main
ARREST_raw	11600	C	0.626867610643583	main
ARREST_raw	11600	D	0.6366954079217941	main
ARREST_raw	11600	E	0.7346867645914583	main
ARREST_raw	11700	A	0.010000000000000009	main
ARREST_raw	11700	B	1	main
ARREST_raw	11700	C	0.6315792826418032	main
ARREST_raw	11700	D	0.6414070498496364	main
ARREST_raw	11700	E	0.7391820891874508	main
ARREST_raw	11800	A	0.010000000000000009	main
ARREST_raw	11800	B	1	main
ARREST_raw	11800	C	0.636251285630644	main
ARREST_raw	11800	D	0.6460773117594287	main
ARREST_raw	11800	E	0.7436189875753659	main
ARREST_raw	11900	A	0.010000000000000009	main
ARREST_raw	11900	B	1	main
ARREST_raw	11900	C	0.6408834908384115	main
ARREST_raw	11900	D	0.6507060889914146	main
ARREST_raw	11900	E	0.7479977193043985	main
ARREST_raw	12000	A	0.010000000000000009	main
ARREST_raw	12000	B	1	main
ARREST_raw	12000	C	0.6454757836080334	main
ARREST_raw	12000	D	0.6552932913335614	main
ARREST_raw	12000	E	0.752318559288344	main
ARREST_raw	12100	A	0.010000000000000009	main
ARREST_raw	12100	B	1	main
ARREST_raw	12100	C	0.6500280630835968	main
ARREST_raw	12100	D	0.6598388426843088	main
ARREST_raw	12100	E	0.7565817971835254	main
